text_extract;highlight_color
"How will we determine which third parties to do business with, and how will we oversee third-party uses to help prevent misuses of the AI system?";green
"How will we assess the implications of the use of the AI system over time? What events should trigger reevaluation, and how frequently should we reevaluate?";green
"How will we identify and engage with communities impacted by the use of the system, either directly or indirectly, and incorporate their feedback?";green
"How will we establish a dedicated channel for feedback and questions about the AI system from users and the general public?";green
"How will we publicly report incidents and adverse impacts of the AI system, such as mistakes, errors, breaches, unintended consequences, etc.?";green
"How will we establish a coordinated policy to encourage responsible vulnerability research and disclosure?";green
"How will we notify users and impacted communities about privacy or security breaches, or other incidents?";green
"How will users be able to contest or appeal a decision or action made by the AI system?";green
"How will we support or compensate people who are negatively affected by the use of the AI system?";green
"How can we enable access to the AI system and datasets to relevant authorities, independent researchers, and trusted intermediaries?";green
"How will we enable users of the AI system to consent to its use? How will we enable them to withdraw consent?";green
"How will we ensure that people have specific and clear opportunities to opt out of use of the AI system?";green
"How will we protect consumers or users of the system from harm?";green
"How will we protect whistleblowers, NGOs, trade unions, or other entities who come forward with concerns about the AI system?";green
"How will we analyze and follow global governance deliberations and practices related to artificial intelligence?";yellow
"The taxonomy may serve as a resource and tool for organizations developing AI, as well as for standards-setting bodies, policymakers, independent auditors, and civil society organizations working to evaluate and promote trustworthy AI";red
"One of the interesting discoveries of this research is that there are properties of trustworthiness that are unlikely to be relevant to AI systems that have minimal human engagement";red
"However, it is notable that the majority of the properties remain important across the spectrum of human engagement. This is largely because effectively all AI systems are designed and developed by people, and can impact our shared environment or high-stakes settings, even if they are not ultimately used or operated by people";yellow
"It is also still important to consider properties such as justice and the protection of human rights, which include aspects of design and impact beyond immediate engagement with or use of the system";yellow
"It is interesting that all of the properties related to safety and security are likely to be relevant irrespective of the degree of human engagement. We believe this to be the case because people expect technological tools to be safe and secure regardless of use";red
"The impact of safety or security failures will vary depending on how the AI system is used, and higher standards are typical for more high-stakes settings";yellow
"The segmentation of the properties of trustworthiness across parts of the AI lifecycle, including connecting them to available tools and resources for implementation as found in the NIST AI RMF, is intended to provide further nuance and practicality";red
"Further research would be useful to pilot the use of this framework with organizational teams and to develop case studies for using the taxonomy across different domains";red
"Higher standards are necessary when dealing with sensitive data or operating in high-stakes environments where failures could have severe consequences";yellow
